unique_id,date,time,trialCount,target,chosen,right,same,diff,startTime,endTime
obxeqsi,3/11/19,18:14,12,grid2_6_5.jpeg,img1,Img1,grid2_6_6.jpeg,grid13_6_6.jpeg,16:02:017,16:02:017
hmis,3/11/19,15:15,9,grid33_6_2.jpeg,img1,Img2,grid33_6_3.jpeg,grid30_6_3.jpeg,16:09:058,16:09:060
hzwgrn,3/11/19,17:15,6,grid15_6_3.jpeg,img2,Img2,grid15_6_5.jpeg,grid27_6_5.jpeg,0.679108796,0.679201389
obxeqsi,3/11/19,18:14,13,grid16_6_5.jpeg,img1,Img1,grid16_6_6.jpeg,grid14_6_6.jpeg,0.680798611,0.680810185
hmis,3/11/19,15:15,10,grid38_6_2.jpeg,img1,Img2,grid33_6_3.jpeg,grid30_6_3.jpeg,0.683819444,0.683831019
hzwgrn,3/11/19,17:15,7,grid10_6_3.jpeg,img1,Img1,grid10_6_1.jpeg,grid12_6_1.jpeg,0.683831019,0.683912037
hmis,3/11/19,15:15,11,grid12_6_5.jpeg,img2,Img1,grid12_6_6.jpeg,grid13_6_6.jpeg,0.691863426,0.691875
obxeqsi,3/11/19,18:14,14,grid23_6_2.jpeg,img1,Img2,grid23_6_1.jpeg,grid39_6_1.jpeg,0.679814815,0.679814815
hzwgrn,3/11/19,17:15,8,grid14_6_2.jpeg,img2,Img1,grid14_6_3.jpeg,grid40_6_3.jpeg,0.688136574,0.688263889
hmis,3/11/19,15:15,12,grid17_6_4.jpeg,img1,Img2,grid17_6_5.jpeg,grid30_6_5.jpeg,0.692928241,0.692939815
obxeqsi,3/11/19,18:14,15,grid20_6_4.jpeg,img1,Img2,grid20_6_6.jpeg,grid3_6_6.jpeg,0.685335648,0.685335648
hzwgrn,3/11/19,17:15,9,grid33_6_1.jpeg,img1,Img1,grid33_6_5.jpeg,grid23_6_5.jpeg,0.694502315,0.694606481
obxeqsi,3/11/19,18:14,16,grid3_6_1.jpeg,img1,Img1,grid3_6_3.jpeg,grid25_6_3.jpeg,0.685462963,0.685462963
hmis,3/11/19,15:15,13,grid5_6_4.jpeg,img1,Img1,grid5_6_2.jpeg,grid20_6_2.jpeg,0.694363426,0.694386574
hzwgrn,3/11/19,17:15,10,grid38_6_2.jpeg,img1,Img1,grid33_6_5.jpeg,grid23_6_5.jpeg,0.698460648,0.698564815
hmis,3/11/19,15:15,14,grid31_6_3.jpeg,img1,Img1,grid31_6_4.jpeg,grid12_6_4.jpeg,0.695509259,0.695532407
obxeqsi,3/11/19,18:14,17,grid41_6_4.jpeg,img2,Img2,grid41_6_3.jpeg,grid15_6_3.jpeg,0.69369213,0.693703704
hzwgrn,3/11/19,17:15,11,grid16_6_4.jpeg,img2,Img1,grid16_6_5.jpeg,grid11_6_5.jpeg,0.695983796,0.696076389
hmis,3/11/19,15:15,15,grid41_6_1.jpeg,img2,Img1,grid41_6_3.jpeg,grid36_6_3.jpeg,0.706238426,0.706261574
obxeqsi,3/11/19,18:14,18,grid41_6_1.jpeg,img2,Img1,grid41_6_5.jpeg,grid8_6_5.jpeg,0.699479167,0.699490741
hzwgrn,3/11/19,17:15,12,grid38_6_5.jpeg,img1,Img2,grid38_6_1.jpeg,grid31_6_1.jpeg,0.705243056,0.705358796
hmis,3/11/19,15:15,16,grid24_6_1.jpeg,img2,Img1,grid24_6_4.jpeg,grid25_6_4.jpeg,0.704849537,0.704861111
obxeqsi,3/11/19,18:14,19,grid24_6_1.jpeg,img2,Img1,grid24_6_2.jpeg,grid25_6_2.jpeg,0.699606481,0.699606481
hzwgrn,3/11/19,17:15,13,grid4_6_6.jpeg,img2,Img1,grid4_6_2.jpeg,grid37_6_2.jpeg,0.703888889,0.703958333
hmis,3/11/19,15:15,17,grid28_6_5.jpeg,img1,Img1,grid28_6_1.jpeg,grid26_6_1.jpeg,0.708611111,0.708634259
obxeqsi,3/11/19,18:14,20,grid15_6_5.jpeg,img1,Img1,grid24_6_2.jpeg,grid25_6_2.jpeg,0.706006944,0.706018519
hzwgrn,3/11/19,17:15,14,grid26_6_5.jpeg,img2,Img1,grid26_6_6.jpeg,grid27_6_6.jpeg,0.712152778,0.712233796
hmis,3/11/19,15:15,18,grid38_6_5.jpeg,img1,Img2,grid38_6_6.jpeg,grid17_6_6.jpeg,0.708553241,0.708564815
obxeqsi,3/11/19,18:14,21,grid33_6_3.jpeg,img1,Img2,grid33_6_5.jpeg,grid7_6_5.jpeg,0.710486111,0.710497685
hzwgrn,3/11/19,17:15,15,grid39_6_4.jpeg,img2,Img2,grid39_6_1.jpeg,grid14_6_1.jpeg,0.716655093,0.716759259
hmis,3/11/19,15:15,19,grid9_6_4.jpeg,img1,Img1,grid9_6_5.jpeg,grid41_6_5.jpeg,0.714537037,0.714548611
obxeqsi,3/11/19,18:14,22,grid31_6_5.jpeg,img1,Img1,grid31_6_4.jpeg,grid3_6_4.jpeg,0.708726852,0.708738426
hzwgrn,3/11/19,17:15,16,grid13_6_1.jpeg,img1,Img1,grid13_6_2.jpeg,grid17_6_2.jpeg,0.711284722,0.711342593
hmis,3/11/19,15:15,20,grid36_6_1.jpeg,img1,Img1,grid9_6_5.jpeg,grid41_6_5.jpeg,0.716875,0.716886574
hzwgrn,3/11/19,17:15,17,grid6_6_6.jpeg,img1,Img1,grid6_6_1.jpeg,grid20_6_1.jpeg,0.72224537,0.722303241
obxeqsi,3/11/19,18:14,23,grid14_6_3.jpeg,img2,Img2,grid14_6_4.jpeg,grid22_6_4.jpeg,0.722106481,0.722118056
hmis,3/11/19,15:15,21,grid17_6_6.jpeg,img2,Img2,grid17_6_2.jpeg,grid9_6_2.jpeg,17:12:074,17:12:075
obxeqsi,3/11/19,18:14,24,grid37_6_6.jpeg,img2,Img1,grid37_6_1.jpeg,grid29_6_1.jpeg,0.724560185,0.724560185
hmis,3/11/19,15:15,22,grid24_6_5.jpeg,img1,Img2,grid24_6_4.jpeg,grid18_6_4.jpeg,0.731423611,0.731446759
hzwgrn,3/11/19,17:15,18,grid9_6_1.jpeg,img2,Img1,grid9_6_4.jpeg,grid29_6_4.jpeg,0.723761574,0.723819444
hmis,3/11/19,15:15,23,grid14_6_4.jpeg,img1,Img1,grid14_6_3.jpeg,grid19_6_3.jpeg,0.727974537,0.727986111
obxeqsi,3/11/19,18:14,25,grid27_6_1.jpeg,img2,Img2,grid27_6_2.jpeg,grid18_6_2.jpeg,0.72875,0.72875
hzwgrn,3/11/19,17:15,19,grid18_6_3.jpeg,img2,Img1,grid18_6_2.jpeg,grid25_6_2.jpeg,0.731898148,0.731979167
hmis,3/11/19,15:15,24,grid33_6_4.jpeg,img2,Img2,grid33_6_5.jpeg,grid37_6_5.jpeg,17:28:084,17:28:085
obxeqsi,3/11/19,18:14,26,grid32_6_1.jpeg,img2,Img2,grid32_6_6.jpeg,grid2_6_6.jpeg,0.732141204,0.732141204
hzwgrn,3/11/19,17:15,20,grid35_6_6.jpeg,img1,Img1,grid18_6_2.jpeg,grid25_6_2.jpeg,0.731574074,0.731678241
hmis,3/11/19,15:15,25,grid23_6_3.jpeg,img2,Img2,grid23_6_5.jpeg,grid24_6_5.jpeg,0.732673611,0.732685185
obxeqsi,3/11/19,18:14,27,grid13_6_4.jpeg,img2,Img2,grid13_6_1.jpeg,grid28_6_1.jpeg,0.730023148,0.730023148
hzwgrn,3/11/19,17:15,21,grid12_6_5.jpeg,img1,Img2,grid12_6_4.jpeg,grid3_6_4.jpeg,0.736550926,0.736643519
hmis,3/11/19,15:15,26,grid16_6_2.jpeg,img1,Img2,grid16_6_6.jpeg,grid41_6_6.jpeg,0.742476852,0.742488426
obxeqsi,3/11/19,18:14,28,grid32_6_4.jpeg,img2,Img1,grid32_6_5.jpeg,grid3_6_5.jpeg,0.736886574,0.736886574
hzwgrn,3/11/19,17:15,22,grid21_6_6.jpeg,img2,Img1,grid21_6_5.jpeg,grid20_6_5.jpeg,17:38:073,17:38:083
hmis,3/11/19,15:15,27,grid11_6_5.jpeg,img2,Img1,grid11_6_6.jpeg,grid14_6_6.jpeg,17:43:096,17:43:097
hzwgrn,3/11/19,17:15,23,grid23_6_3.jpeg,img2,Img2,grid23_6_4.jpeg,grid12_6_4.jpeg,0.741122685,0.741215278
obxeqsi,3/11/19,18:14,29,grid18_6_6.jpeg,img2,Img1,grid18_6_5.jpeg,grid8_6_5.jpeg,0.739050926,0.7390625
hmis,3/11/19,15:15,28,grid30_6_6.jpeg,img1,Img2,grid30_6_5.jpeg,grid17_6_5.jpeg,0.749907407,0.749918981
hzwgrn,3/11/19,17:15,24,grid34_6_1.jpeg,img1,Img2,grid34_6_6.jpeg,grid28_6_6.jpeg,0.746967593,0.747083333
obxeqsi,3/11/19,18:14,30,grid13_6_6.jpeg,img1,Img1,grid18_6_5.jpeg,grid8_6_5.jpeg,0.748784722,0.748784722
hmis,3/11/19,15:15,29,grid16_6_4.jpeg,img1,Img1,grid16_6_2.jpeg,grid36_6_2.jpeg,0.755081019,0.755092593
hzwgrn,3/11/19,17:15,25,grid6_6_3.jpeg,img1,Img2,grid6_6_4.jpeg,grid7_6_4.jpeg,0.753553241,0.753611111
obxeqsi,3/11/19,18:14,31,grid26_6_3.jpeg,img2,Img1,grid26_6_4.jpeg,grid19_6_4.jpeg,0.751331019,0.751331019
hmis,3/11/19,15:15,30,grid6_6_1.jpeg,img1,Img1,grid16_6_2.jpeg,grid36_6_2.jpeg,0.75099537,0.751006944
hzwgrn,3/11/19,17:15,26,grid37_6_1.jpeg,img2,Img2,grid37_6_3.jpeg,grid25_6_3.jpeg,0.750752315,0.750891204
obxeqsi,3/11/19,18:14,32,grid8_6_6.jpeg,img1,Img1,grid8_6_2.jpeg,grid34_6_2.jpeg,0.754710648,0.754722222
hmis,3/11/19,15:15,31,grid34_6_1.jpeg,img2,Img2,grid34_6_5.jpeg,grid16_6_5.jpeg,0.760625,0.760625
hzwgrn,3/11/19,17:15,27,grid24_6_4.jpeg,img2,Img1,grid24_6_3.jpeg,grid7_6_3.jpeg,0.753993056,0.754074074
hmis,3/11/19,15:15,32,grid21_6_5.jpeg,img1,Img1,grid21_6_3.jpeg,grid16_6_3.jpeg,18:08:073,18:08:074
hzwgrn,3/11/19,17:15,28,grid29_6_4.jpeg,img2,Img1,grid29_6_5.jpeg,grid32_6_5.jpeg,0.761435185,0.761574074
obxeqsi,3/11/19,18:14,33,grid3_6_3.jpeg,img2,Img1,grid3_6_1.jpeg,grid2_6_1.jpeg,0.754583333,0.754583333
hzwgrn,3/11/19,17:15,29,grid37_6_5.jpeg,img1,Img1,grid37_6_1.jpeg,grid8_6_1.jpeg,0.766284722,0.766342593
hmis,3/11/19,15:15,33,grid39_6_5.jpeg,img1,Img1,grid39_6_6.jpeg,grid3_6_6.jpeg,0.766284722,0.766296296
obxeqsi,3/11/19,18:14,34,grid28_6_6.jpeg,img1,Img2,grid28_6_5.jpeg,grid9_6_5.jpeg,18:08:079,18:08:079
hzwgrn,3/11/19,17:15,30,grid32_6_4.jpeg,img1,Img1,grid37_6_1.jpeg,grid8_6_1.jpeg,0.763217593,0.763310185
hmis,3/11/19,15:15,34,grid38_6_6.jpeg,img1,Img1,grid38_6_5.jpeg,grid8_6_5.jpeg,0.773715278,0.773726852
obxeqsi,3/11/19,18:14,35,grid18_6_4.jpeg,img1,Img2,grid28_6_5.jpeg,grid9_6_5.jpeg,18:14:077,18:14:078
hzwgrn,3/11/19,17:15,31,grid38_6_6.jpeg,img1,Img1,grid38_6_5.jpeg,grid15_6_5.jpeg,0.768460648,0.768622685
hmis,3/11/19,15:15,35,grid19_6_1.jpeg,img1,Img1,grid38_6_5.jpeg,grid8_6_5.jpeg,0.769467593,0.769479167
obxeqsi,3/11/19,18:14,36,grid30_6_3.jpeg,img1,Img2,grid30_6_5.jpeg,grid19_6_5.jpeg,0.771979167,0.771990741
hzwgrn,3/11/19,17:15,32,grid20_6_6.jpeg,img2,Img1,grid20_6_2.jpeg,grid3_6_2.jpeg,0.771446759,0.771539352
hmis,3/11/19,15:15,36,grid21_6_3.jpeg,img1,Img2,grid21_6_1.jpeg,grid28_6_1.jpeg,0.779270833,0.779282407
obxeqsi,3/11/19,18:14,37,grid6_6_2.jpeg,img2,Img2,grid6_6_3.jpeg,grid18_6_3.jpeg,0.774722222,0.774733796
hzwgrn,3/11/19,17:15,33,grid4_6_2.jpeg,img2,Img2,grid4_6_1.jpeg,grid2_6_1.jpeg,0.778217593,0.778356481
hmis,3/11/19,15:15,37,grid7_6_5.jpeg,img1,Img2,grid7_6_2.jpeg,grid23_6_2.jpeg,0.778703704,0.778703704
obxeqsi,3/11/19,18:14,38,grid2_6_4.jpeg,img1,Img2,grid2_6_2.jpeg,grid5_6_2.jpeg,18:30:007,18:30:008
hmis,3/11/19,15:15,38,grid6_6_3.jpeg,img2,Img1,grid6_6_1.jpeg,grid33_6_1.jpeg,0.787476852,0.787476852
hzwgrn,3/11/19,17:15,34,grid8_6_3.jpeg,img1,Img1,grid8_6_6.jpeg,grid12_6_6.jpeg,0.776423611,0.776608796
obxeqsi,3/11/19,18:14,39,grid22_6_6.jpeg,img1,Img2,grid22_6_5.jpeg,grid5_6_5.jpeg,0.778831019,0.778831019
hzwgrn,3/11/19,17:15,35,grid40_6_5.jpeg,img1,Img1,grid8_6_6.jpeg,grid12_6_6.jpeg,0.781759259,0.781851852
hmis,3/11/19,15:15,39,grid23_6_1.jpeg,img1,Img1,grid23_6_2.jpeg,grid35_6_2.jpeg,0.789826389,0.789837963
hzwgrn,3/11/19,17:15,36,grid17_6_2.jpeg,img1,Img1,grid17_6_3.jpeg,grid38_6_3.jpeg,0.788055556,0.788136574
obxeqsi,3/11/19,18:14,40,grid31_6_6.jpeg,img1,Img1,grid31_6_4.jpeg,grid14_6_4.jpeg,0.78912037,0.78912037
hmis,3/11/19,15:15,40,grid4_6_5.jpeg,img1,Img2,grid4_6_4.jpeg,grid20_6_4.jpeg,0.792881944,0.792893519
hzwgrn,3/11/19,17:15,37,grid32_6_5.jpeg,img2,Img2,grid32_6_6.jpeg,grid37_6_6.jpeg,0.794236111,0.794363426
hzwgrn,3/11/19,17:15,38,grid35_6_4.jpeg,img2,Img1,grid35_6_3.jpeg,grid33_6_3.jpeg,0.798229167,0.798333333
hzwgrn,3/11/19,17:15,39,grid5_6_2.jpeg,img2,Img1,grid5_6_4.jpeg,grid25_6_4.jpeg,0.795381944,0.795474537
hzwgrn,3/11/19,17:15,40,grid28_6_2.jpeg,img1,Img1,grid28_6_3.jpeg,grid37_6_3.jpeg,0.800150463,0.800208333
wmrweod,3/11/19,18:10,1,grid29_6_5.jpeg,img2,Img1,grid29_6_3.jpeg,grid4_6_3.jpeg,26:26:402,0
wmrweod,3/11/19,18:10,2,grid12_6_2.jpeg,img1,Img2,grid12_6_1.jpeg,grid26_6_1.jpeg,26:30:581,26:30:582
patot,3/11/19,18:26,1,grid23_6_5.jpeg,img1,Img1,grid23_6_2.jpeg,grid8_6_2.jpeg,26:28:217,0
wmrweod,3/11/19,18:10,3,grid2_6_6.jpeg,img1,Img1,grid2_6_5.jpeg,grid25_6_5.jpeg,26:34:983,26:34:984
patot,3/11/19,18:26,2,grid36_6_5.jpeg,img1,Img2,grid36_6_6.jpeg,grid3_6_6.jpeg,26:37:742,26:37:743
wmrweod,3/11/19,18:10,4,grid25_6_1.jpeg,img2,Img1,grid25_6_5.jpeg,grid32_6_5.jpeg,26:38:898,26:38:899
wmrweod,3/11/19,18:10,5,grid33_6_4.jpeg,img2,Img2,grid33_6_2.jpeg,grid11_6_2.jpeg,26:43:535,26:43:535
patot,3/11/19,18:26,3,grid38_6_6.jpeg,img1,Img2,grid38_6_4.jpeg,grid29_6_4.jpeg,26:42:767,26:42:767
wmrweod,3/11/19,18:10,6,grid14_6_4.jpeg,img2,Img1,grid14_6_2.jpeg,grid5_6_2.jpeg,26:47:293,26:47:293
patot,3/11/19,18:26,4,grid38_6_5.jpeg,img2,Img2,grid38_6_3.jpeg,grid18_6_3.jpeg,26:48:303,26:48:305
wmrweod,3/11/19,18:10,7,grid20_6_3.jpeg,img1,Img1,grid20_6_1.jpeg,grid4_6_1.jpeg,26:51:073,26:51:073
patot,3/11/19,18:26,5,grid2_6_4.jpeg,img2,Img2,grid2_6_1.jpeg,grid13_6_1.jpeg,26:53:673,26:53:673
wmrweod,3/11/19,18:10,8,grid14_6_1.jpeg,img1,Img2,grid14_6_3.jpeg,grid10_6_3.jpeg,26:54:744,26:54:744
wmrweod,3/11/19,18:10,9,grid31_6_4.jpeg,img2,Img2,grid31_6_2.jpeg,grid41_6_2.jpeg,26:58:346,26:58:346
patot,3/11/19,18:26,6,grid2_6_1.jpeg,img2,Img2,grid2_6_6.jpeg,grid15_6_6.jpeg,26:58:415,26:58:416
wmrweod,3/11/19,18:10,10,grid39_6_3.jpeg,img1,Img2,grid31_6_2.jpeg,grid41_6_2.jpeg,27:02:187,27:02:188
patot,3/11/19,18:26,7,grid12_6_6.jpeg,img1,Img2,grid12_6_3.jpeg,grid40_6_3.jpeg,27:03:579,27:03:579
wmrweod,3/11/19,18:10,11,grid24_6_6.jpeg,img2,Img2,grid24_6_5.jpeg,grid18_6_5.jpeg,27:05:991,27:05:992
patot,3/11/19,18:26,8,grid16_6_5.jpeg,img1,Img1,grid16_6_6.jpeg,grid3_6_6.jpeg,27:09:732,27:09:732
wmrweod,3/11/19,18:10,12,grid31_6_5.jpeg,img1,Img1,grid31_6_6.jpeg,grid30_6_6.jpeg,27:09:943,27:09:944
wmrweod,3/11/19,18:10,13,grid15_6_3.jpeg,img2,Img1,grid15_6_6.jpeg,grid37_6_6.jpeg,27:13:746,27:13:746
patot,3/11/19,18:26,9,grid40_6_1.jpeg,img1,Img1,grid40_6_3.jpeg,grid24_6_3.jpeg,27:13:947,27:13:947
wmrweod,3/11/19,18:10,14,grid34_6_1.jpeg,img2,Img1,grid34_6_4.jpeg,grid20_6_4.jpeg,27:18:475,27:18:476
patot,3/11/19,18:26,10,grid8_6_6.jpeg,img1,Img1,grid40_6_3.jpeg,grid24_6_3.jpeg,27:19:277,27:19:278
wmrweod,3/11/19,18:10,15,grid7_6_1.jpeg,img1,Img2,grid7_6_6.jpeg,grid10_6_6.jpeg,27:22:697,27:22:698
patot,3/11/19,18:26,11,grid28_6_6.jpeg,img1,Img2,grid28_6_3.jpeg,grid27_6_3.jpeg,27:24:211,27:24:212
wmrweod,3/11/19,18:10,16,grid14_6_5.jpeg,img1,Img2,grid14_6_2.jpeg,grid10_6_2.jpeg,27:26:855,27:26:855
patot,3/11/19,18:26,12,grid16_6_1.jpeg,img1,Img2,grid16_6_4.jpeg,grid13_6_4.jpeg,27:28:838,27:28:838
wmrweod,3/11/19,18:10,17,grid36_6_2.jpeg,img2,Img2,grid36_6_5.jpeg,grid30_6_5.jpeg,27:30:773,27:30:774
wmrweod,3/11/19,18:10,18,grid14_6_3.jpeg,img1,Img1,grid14_6_2.jpeg,grid2_6_2.jpeg,27:34:681,27:34:681
patot,3/11/19,18:26,13,grid32_6_3.jpeg,img2,Img1,grid32_6_4.jpeg,grid35_6_4.jpeg,27:33:832,27:33:832
wmrweod,3/11/19,18:10,19,grid19_6_2.jpeg,img2,Img2,grid19_6_4.jpeg,grid26_6_4.jpeg,27:38:577,27:38:578
patot,3/11/19,18:26,14,grid12_6_5.jpeg,img2,Img2,grid12_6_4.jpeg,grid5_6_4.jpeg,27:40:395,27:40:395
wmrweod,3/11/19,18:10,20,grid9_6_6.jpeg,img1,Img2,grid19_6_4.jpeg,grid26_6_4.jpeg,27:42:605,27:42:606
patot,3/11/19,18:26,15,grid39_6_2.jpeg,img2,Img2,grid39_6_3.jpeg,grid16_6_3.jpeg,27:45:905,27:45:906
wmrweod,3/11/19,18:10,21,grid20_6_5.jpeg,img2,Img2,grid20_6_1.jpeg,grid4_6_1.jpeg,27:46:413,27:46:414
wmrweod,3/11/19,18:10,22,grid15_6_2.jpeg,img1,Img2,grid15_6_4.jpeg,grid40_6_4.jpeg,27:50:513,27:50:514
patot,3/11/19,18:26,16,grid35_6_3.jpeg,img2,Img2,grid35_6_5.jpeg,grid26_6_5.jpeg,27:50:513,27:50:513
wmrweod,3/11/19,18:10,23,grid37_6_6.jpeg,img1,Img1,grid37_6_5.jpeg,grid16_6_5.jpeg,27:54:521,27:54:521
patot,3/11/19,18:26,17,grid37_6_4.jpeg,img2,Img2,grid37_6_5.jpeg,grid19_6_5.jpeg,27:55:103,27:55:104
wmrweod,3/11/19,18:10,24,grid37_6_4.jpeg,img1,Img1,grid37_6_1.jpeg,grid12_6_1.jpeg,27:58:300,27:58:301
patot,3/11/19,18:26,18,grid22_6_4.jpeg,img1,Img1,grid22_6_2.jpeg,grid30_6_2.jpeg,28:00:048,28:00:048
wmrweod,3/11/19,18:10,25,grid3_6_3.jpeg,img1,Img2,grid3_6_6.jpeg,grid20_6_6.jpeg,28:02:333,28:02:334
patot,3/11/19,18:26,19,grid21_6_3.jpeg,img1,Img2,grid21_6_4.jpeg,grid22_6_4.jpeg,28:04:915,28:04:915
wmrweod,3/11/19,18:10,26,grid40_6_6.jpeg,img2,Img2,grid40_6_2.jpeg,grid33_6_2.jpeg,28:07:275,28:07:275
patot,3/11/19,18:26,20,grid32_6_4.jpeg,img1,Img2,grid21_6_4.jpeg,grid22_6_4.jpeg,28:09:527,28:09:527
wmrweod,3/11/19,18:10,27,grid27_6_2.jpeg,img1,Img1,grid27_6_5.jpeg,grid7_6_5.jpeg,28:11:151,28:11:152
wmrweod,3/11/19,18:10,28,grid11_6_5.jpeg,img2,Img1,grid11_6_2.jpeg,grid2_6_2.jpeg,28:15:255,28:15:256
patot,3/11/19,18:26,21,grid23_6_2.jpeg,img2,Img1,grid23_6_3.jpeg,grid15_6_3.jpeg,28:14:461,28:14:461
wmrweod,3/11/19,18:10,29,grid19_6_5.jpeg,img2,Img1,grid19_6_2.jpeg,grid25_6_2.jpeg,28:19:044,28:19:045
patot,3/11/19,18:26,22,grid41_6_4.jpeg,img1,Img1,grid41_6_1.jpeg,grid30_6_1.jpeg,28:20:123,28:20:124
wmrweod,3/11/19,18:10,30,grid4_6_6.jpeg,img1,Img1,grid19_6_2.jpeg,grid25_6_2.jpeg,28:22:913,28:22:913
patot,3/11/19,18:26,23,grid30_6_4.jpeg,img1,Img2,grid30_6_5.jpeg,grid6_6_5.jpeg,28:24:780,28:24:780
wmrweod,3/11/19,18:10,31,grid34_6_2.jpeg,img2,Img2,grid34_6_3.jpeg,grid16_6_3.jpeg,28:26:684,28:26:685
wmrweod,3/11/19,18:10,32,grid31_6_1.jpeg,img2,Img1,grid31_6_2.jpeg,grid14_6_2.jpeg,28:30:594,28:30:595
patot,3/11/19,18:26,24,grid36_6_1.jpeg,img1,Img1,grid36_6_6.jpeg,grid11_6_6.jpeg,28:30:442,28:30:443
wmrweod,3/11/19,18:10,33,grid6_6_4.jpeg,img1,Img1,grid6_6_6.jpeg,grid30_6_6.jpeg,28:34:343,28:34:344
patot,3/11/19,18:26,25,grid35_6_2.jpeg,img1,Img1,grid35_6_5.jpeg,grid41_6_5.jpeg,28:34:826,28:34:826
wmrweod,3/11/19,18:10,34,grid21_6_6.jpeg,img1,Img2,grid21_6_1.jpeg,grid23_6_1.jpeg,28:37:845,28:37:845
patot,3/11/19,18:26,26,grid39_6_5.jpeg,img1,Img2,grid39_6_3.jpeg,grid28_6_3.jpeg,28:40:009,28:40:010
wmrweod,3/11/19,18:10,35,grid13_6_1.jpeg,img1,Img2,grid21_6_1.jpeg,grid23_6_1.jpeg,28:41:490,28:41:491
patot,3/11/19,18:26,27,grid3_6_4.jpeg,img1,Img2,grid3_6_3.jpeg,grid7_6_3.jpeg,28:44:121,28:44:121
wmrweod,3/11/19,18:10,36,grid2_6_2.jpeg,img2,Img2,grid2_6_6.jpeg,grid20_6_6.jpeg,28:46:079,28:46:080
wmrweod,3/11/19,18:10,37,grid33_6_3.jpeg,img2,Img2,grid33_6_4.jpeg,grid18_6_4.jpeg,28:50:051,28:50:051
patot,3/11/19,18:26,28,grid38_6_2.jpeg,img2,Img2,grid38_6_1.jpeg,grid22_6_1.jpeg,28:49:320,28:49:320
wmrweod,3/11/19,18:10,38,grid8_6_2.jpeg,img1,Img2,grid8_6_1.jpeg,grid16_6_1.jpeg,28:54:214,28:54:214
patot,3/11/19,18:26,29,grid34_6_6.jpeg,img2,Img2,grid34_6_2.jpeg,grid40_6_2.jpeg,28:54:739,28:54:739
wmrweod,3/11/19,18:10,39,grid4_6_4.jpeg,img1,Img1,grid4_6_5.jpeg,grid32_6_5.jpeg,28:57:971,28:57:972
patot,3/11/19,18:26,30,grid18_6_4.jpeg,img1,Img2,grid34_6_2.jpeg,grid40_6_2.jpeg,28:59:707,28:59:708
wmrweod,3/11/19,18:10,40,grid41_6_3.jpeg,img1,Img1,grid41_6_4.jpeg,grid3_6_4.jpeg,29:01:831,29:01:832
patot,3/11/19,18:26,31,grid24_6_3.jpeg,img1,Img2,grid24_6_4.jpeg,grid10_6_4.jpeg,29:04:488,29:04:488
patot,3/11/19,18:26,32,grid30_6_1.jpeg,img2,Img1,grid30_6_4.jpeg,grid31_6_4.jpeg,29:09:557,29:09:558
patot,3/11/19,18:26,33,grid9_6_4.jpeg,img1,Img2,grid9_6_5.jpeg,grid3_6_5.jpeg,29:15:303,29:15:304
patot,3/11/19,18:26,34,grid29_6_1.jpeg,img1,Img1,grid29_6_2.jpeg,grid37_6_2.jpeg,29:20:432,29:20:433
patot,3/11/19,18:26,35,grid17_6_3.jpeg,img1,Img1,grid29_6_2.jpeg,grid37_6_2.jpeg,29:25:308,29:25:308
patot,3/11/19,18:26,36,grid8_6_3.jpeg,img2,Img1,grid8_6_4.jpeg,grid4_6_4.jpeg,29:29:508,29:29:508
patot,3/11/19,18:26,37,grid30_6_5.jpeg,img2,Img2,grid30_6_6.jpeg,grid15_6_6.jpeg,29:34:644,29:34:645
patot,3/11/19,18:26,38,grid29_6_5.jpeg,img2,Img2,grid29_6_6.jpeg,grid5_6_6.jpeg,29:39:536,29:39:536
patot,3/11/19,18:26,39,grid5_6_1.jpeg,img2,Img2,grid5_6_3.jpeg,grid6_6_3.jpeg,29:45:337,29:45:338
patot,3/11/19,18:26,40,grid27_6_4.jpeg,img1,Img1,grid27_6_2.jpeg,grid5_6_2.jpeg,30:05:365,30:05:365
vsgmaoq,3/11/19,18:35,1,grid20_6_5.jpeg,img2,Img1,grid20_6_6.jpeg,grid6_6_6.jpeg,35:52:854,0
vsgmaoq,3/11/19,18:35,2,grid15_6_5.jpeg,img2,Img2,grid15_6_6.jpeg,grid37_6_6.jpeg,35:57:522,35:57:523
vsgmaoq,3/11/19,18:35,3,grid22_6_3.jpeg,img2,Img2,grid22_6_1.jpeg,grid7_6_1.jpeg,36:02:472,36:02:473
vsgmaoq,3/11/19,18:35,4,grid28_6_4.jpeg,img1,Img1,grid28_6_5.jpeg,grid3_6_5.jpeg,36:06:992,36:06:992
vsgmaoq,3/11/19,18:35,5,grid35_6_1.jpeg,img1,Img1,grid35_6_4.jpeg,grid36_6_4.jpeg,36:15:785,36:15:785
vsgmaoq,3/11/19,18:35,6,grid32_6_1.jpeg,img1,Img2,grid32_6_5.jpeg,grid23_6_5.jpeg,36:20:381,36:20:381
vsgmaoq,3/11/19,18:35,7,grid25_6_1.jpeg,img1,Img1,grid25_6_4.jpeg,grid4_6_4.jpeg,36:25:756,36:25:757
vsgmaoq,3/11/19,18:35,8,grid7_6_4.jpeg,img2,Img2,grid7_6_6.jpeg,grid8_6_6.jpeg,36:30:330,36:30:331
vsgmaoq,3/11/19,18:35,9,grid28_6_6.jpeg,img1,Img1,grid28_6_4.jpeg,grid11_6_4.jpeg,36:34:483,36:34:483
